genome	test_name	ref_filename	assembly_filename	ref_length	assembly_length	overall_errors	overall_identity	overall_qscore	substitutions	insertions	deletions	repeat_errors	repeat_identity	repeat_qscore	non_repeat_errors	non_repeat_identity	non_repeat_qscore	repeat_percentage	repeat_error_balance	homopolymer_errors	non_homopolymer_errors	lowest_100_bp_identity	lowest_1000_bp_identity	prodigal_count	total_prodigal_length	mean_prodigal_length	total_mapq	total_alignment_score	ale_score	ale_place_avg	ale_insert_avg	ale_kmer_avg	ale_depth_score_avg
NC_009495.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_009495.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_009495.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3886916	3886916	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	4.15%		0	0	100%	100.0%	3548	1056118	297.666	153580779	381762723	-3893055.702587	-2.017721	-0.282013	-0.327818	0.092814
NC_009613.3	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_009613.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_009613.3/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2860382	2860381	1	99.999965040%	64.56	0	0	1	0	100.000000000%	inf	1	99.999962545%	64.26	6.66%	0.00000	1	0	100%	100.0%	2514	829916	330.118	110895821	280931723	-2828060.539154	-2.031151	-0.282501	-0.307511	0.090027
NC_009636.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_009636.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_009636.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3781904	3781899	5	99.999867791%	58.79	0	0	5	5	99.992392660%	41.19	0	100.000000000%	inf	1.74%	1.00000	0	5	95%	99.5%	3606	1105291	306.514	150067745	371444163	-3216226.145532	-2.030072	-0.282251	-0.168547	0.088893
NC_010175.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_010175.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_010175.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5258541	5258541	1	99.999980983%	67.21	1	0	0	1	99.999710177%	55.38	0	100.000000000%	inf	6.56%	1.00000	0	1	99%	99.9%	4336	1471072	339.269	209077976	516467525	-3976755.625986	-2.021472	-0.281624	-0.079848	0.091298
NC_010397.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_010397.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_010397.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5067172	5067172	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	0.99%		0	0	100%	100.0%	4963	1570718	316.486	202595424	497675438	-4293162.431064	-2.024191	-0.281612	-0.167110	0.088460
NC_011661.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_011661.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_011661.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	1855560	1855560	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.15%		0	0	100%	100.0%	1818	582765	320.553	73577553	182243556	-1681465.533595	-2.040628	-0.284126	-0.223821	0.092561
NC_011750.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_011750.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_011750.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5132068	5132064	6	99.999883088%	59.32	0	1	5	6	99.998381916%	47.91	0	100.000000000%	inf	7.23%	1.00000	5	1	98%	99.8%	4866	1508874	310.085	197461842	504040701	-3810178.530761	-2.024581	-0.281616	-0.058332	0.084637
NC_011751.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_011751.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_011751.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5202090	5202085	5	99.999903885%	60.17	0	0	5	5	99.997921560%	46.82	0	100.000000000%	inf	4.62%	1.00000	0	5	95%	99.5%	4825	1527622	316.606	205443478	510916874	-3830833.221336	-2.020776	-0.281726	-0.059382	0.090480
NC_012587.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_012587.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_012587.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3925702	3925702	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.38%		0	0	100%	100.0%	3626	1137259	313.640	154376387	385560203	-3473466.049012	-2.026772	-0.281806	-0.204714	0.089437
NC_012926.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_012926.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_012926.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2146229	2146229	2	99.999906813%	60.31	0	1	1	2	99.998918872%	49.66	0	100.000000000%	inf	8.62%	1.00000	2	0	99%	99.9%	2037	627087	307.848	83299850	210781755	-1705277.436936	-2.052299	-0.283780	-0.101459	0.085601
NC_013172.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_013172.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_013172.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3614992	3614992	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.37%		0	0	100%	100.0%	3122	1084470	347.364	143568114	355042223	-3369787.929970	-2.028578	-0.282527	-0.252798	0.090994
NC_013522.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_013522.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_013522.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	1848474	1848474	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.40%		0	0	100%	100.0%	1763	573295	325.182	73212494	181543076	-1647317.390084	-2.042781	-0.284045	-0.205480	0.089908
NC_013853.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_013853.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_013853.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2146611	2146611	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	8.67%		0	0	100%	100.0%	2050	627474	306.085	82152004	210823855	-1712000.775889	-2.039101	-0.283537	-0.115947	0.092621
NC_014121.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_014121.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014121.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5314581	5314581	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	4.11%		0	0	100%	100.0%	5108	1580439	309.405	208153051	521968868	-4012630.272903	-2.021722	-0.281729	-0.077967	0.090760
NC_014318.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_014318.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014318.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	10236715	10236715	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.17%		0	0	100%	100.0%	9513	3092331	325.064	407609779	1005405380	-9870659.388982	-2.013759	-0.281310	-0.290194	0.090981
NC_014638.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_014638.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014638.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2214656	2214656	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.72%		0	0	100%	100.0%	1830	630598	344.589	87937749	217511492	-1880644.972356	-2.047495	-0.283993	-0.162540	0.090518
NC_014644.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_014644.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014644.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	1667350	1667350	2	99.999880049%	59.21	0	1	1	2	99.996191129%	44.19	0	100.000000000%	inf	3.15%	1.00000	2	0	99%	99.9%	1299	482915	371.759	66252103	163756747	-1317654.903525	-2.047506	-0.284247	-0.100374	0.087352
NC_014923.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_014923.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_014923.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	6264489	6264465	24	99.999616888%	54.17	0	0	24	24	99.969853412%	35.21	0	100.000000000%	inf	1.27%	1.00000	0	24	92%	99.2%	5990	1834475	306.256	249955586	615265292	-5500088.253727	-2.016705	-0.281545	-0.200021	0.088124
NC_015663.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_015663.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_015663.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5280350	5280350	1	99.999981062%	67.23	1	0	0	1	99.999398098%	52.20	0	100.000000000%	inf	3.15%	1.00000	0	1	99%	99.9%	4876	1550463	317.978	209313356	518605414	-4119011.457776	-2.012722	-0.281195	-0.105882	0.090456
NC_016603.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_016603.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_016603.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	3862530	3862530	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.06%		0	0	100%	100.0%	3581	1134012	316.675	154093400	379359131	-3177123.099736	-2.014709	-0.282534	-0.144374	0.087571
NC_016845.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_016845.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_016845.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	5333942	5333942	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.82%		0	0	100%	100.0%	5054	1564965	309.649	210565742	523878017	-4315511.312983	-2.016916	-0.281529	-0.132015	0.089097
NC_017384.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_017384.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_017384.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2766400	2766400	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.69%		0	0	100%	100.0%	2713	847792	312.492	109610635	271700277	-2436264.502022	-2.030842	-0.283424	-0.200970	0.091727
NC_017634.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_017634.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_017634.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4747819	4747819	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.22%		0	0	100%	100.0%	4389	1398880	318.724	188173065	466306740	-3506913.767338	-2.023177	-0.281644	-0.059711	0.089347
NC_017960.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_017960.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_017960.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	2698137	2698133	6	99.999777624%	56.53	0	1	5	6	99.996751067%	44.88	0	100.000000000%	inf	6.84%	1.00000	6	0	99%	99.9%	2575	764967	297.075	104337014	264995167	-2307898.153540	-2.035832	-0.282876	-0.168408	0.085940
NC_018828.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+NextPolish-short	reference_genomes/NC_018828.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_018828.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__nextpolish-short.fasta.gz	4887379	4887382	4	99.999918157%	60.87	1	3	0	4	99.997329916%	45.73	0	100.000000000%	inf	3.07%	1.00000	0	4	96%	99.6%	4691	1475506	314.540	191897406	480013475	-4842578.035886	-2.020486	-0.281483	-0.311656	0.088145
NC_000117.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000117.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000117.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	1042519	1042519	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.18%		0	0	100%	100.0%	897	312998	348.939	41309961	102391257	-835904.229320	-2.062414	-0.285052	-0.112394	0.093067
NC_000853.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000853.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000853.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	1860725	1860725	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.89%		0	0	100%	100.0%	1866	591901	317.203	74255419	182753135	-1511818.598036	-2.017836	-0.284026	-0.132838	0.087634
NC_000907.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000907.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000907.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	1830138	1830138	2	99.999890719%	59.61	0	1	1	2	99.997570103%	46.14	0	100.000000000%	inf	4.50%	1.00000	0	2	98%	99.8%	1749	535446	306.144	71424654	179746177	-1587790.870583	-2.043526	-0.284495	-0.179108	0.087534
NC_000912.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000912.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000912.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	816394	816394	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	11.35%		0	0	100%	100.0%	1402	213948	152.602	32501207	80181301	-700260.776211	-2.079067	-0.287896	-0.156013	0.087248
NC_000913.3	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000913.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000913.3/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	4641652	4641652	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.68%		0	0	100%	100.0%	4319	1357057	314.206	182846674	455884506	-3434324.711265	-2.024066	-0.281599	-0.059815	0.088476
NC_000915.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000915.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000915.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	1667867	1667867	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	5.84%		0	0	100%	100.0%	1579	504904	319.762	64699427	163806451	-1564390.818294	-2.057358	-0.285102	-0.248540	0.091434
NC_000918.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000918.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000918.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	1551335	1551335	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	2.08%		0	0	100%	100.0%	1707	496136	290.648	61518769	152362717	-1295621.161968	-2.051833	-0.285761	-0.147624	0.091701
NC_000922.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000922.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000922.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	1230230	1230230	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	1.28%		0	0	100%	100.0%	1063	367342	345.571	49004603	120823220	-990097.810384	-2.052402	-0.284379	-0.116757	0.090873
NC_000962.3	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000962.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000962.3/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	4411532	4411532	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	3.58%		0	0	100%	100.0%	4085	1333018	326.320	174347795	433285072	-3934079.886539	-2.020218	-0.281718	-0.215269	0.090808
NC_000963.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000963.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000963.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	1111523	1111523	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	0.51%		0	0	100%	100.0%	897	285538	318.326	44428619	109165297	-1126068.201942	-2.079024	-0.285306	-0.317599	0.092616
NC_000964.3	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_000964.3.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_000964.3/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	4215606	4215607	4	99.999905115%	60.23	1	2	1	3	99.996872948%	45.05	1	99.999975726%	66.15	2.28%	0.99230	2	2	98%	99.7%	4225	1236983	292.777	166872002	414046131	-3326575.751976	-2.018635	-0.281837	-0.111543	0.089256
NC_001318.1	NextPolish-short+Polypolish-short+ntEdit-short+HyPo-short+Polypolish-short+ntEdit-short	reference_genomes/NC_001318.1.fasta	/home/ubuntu/hybrid_polishing/simulated_read_tests/polished_genomes/NC_001318.1/nextpolish-short__polypolish-short__ntedit-short__hypo-short__polypolish-short__ntedit-short.fasta.gz	910724	910724	0	100.000000000%	inf	0	0	0	0	100.000000000%	inf	0	100.000000000%	inf	0.95%		0	0	100%	100.0%	825	282825	342.818	36195066	89447158	-976547.394609	-2.087819	-0.286507	-0.379822	0.098974
